candidate_id,rider_profile,category,od_records,routed_od_records,improved_od_records,routed_demand,improved_demand,demand_weighted_route_cost_reduction,percent_baseline_cost_reduction
C002,child,home_school,14898,14369,0,19242.0,0.0,8.532712314490708e-10,1.4335598134416865e-15
C002,child,home_store,3000,2679,30,2679.0,30.0,5771.07432694816,0.0236551943913187
C002,child,home_transit,2000,1754,35,1754.0,35.0,9044.600415854082,0.0482959344509454
C002,low_confidence_adult,home_greenspace,2000,1835,29,1835.0,29.0,3940.977077723826,0.0228876361516301
C002,low_confidence_adult,home_healthcare,2841,2679,0,2829.0,0.0,1.0536282957218646e-10,1.056263836377345e-15
C002,low_confidence_adult,home_office,17555,15109,464,17229.0,498.0,85496.891426491,0.0587605893269306
C002,low_confidence_adult,home_school,14898,14369,0,19242.0,0.0,9.96928761765048e-10,1.6497336551590768e-15
C002,low_confidence_adult,home_store,3000,2679,29,2679.0,29.0,5374.911541107207,0.0214258600029375
C002,low_confidence_adult,home_transit,2000,1754,37,1754.0,37.0,8762.358269728771,0.0456685566267831
C002,typical_adult,home_greenspace,2000,1835,30,1835.0,30.0,4081.416666288703,0.0270450754751747
C002,typical_adult,home_healthcare,2841,2679,0,2829.0,0.0,1.1656453580144444e-10,1.2819811145073832e-15
C002,typical_adult,home_office,17555,15109,494,17229.0,528.0,75998.804702622,0.0585204717984
C002,typical_adult,home_school,14898,14369,0,19242.0,0.0,7.966161064132392e-10,1.43010335067155e-15
C002,typical_adult,home_store,3000,2679,32,2679.0,32.0,4618.327543169708,0.0210748894130166
C002,typical_adult,home_transit,2000,1754,36,1754.0,36.0,5481.124135506045,0.0320851556676475
C002,experienced_adult,home_greenspace,2000,1835,30,1835.0,30.0,1742.8630765837347,0.013138224602928
C002,experienced_adult,home_healthcare,2841,2679,0,2829.0,0.0,9.716316640151489e-11,1.1586449686419873e-15
C002,experienced_adult,home_office,17555,15109,452,17229.0,479.0,27360.996030339717,0.0235272558083936
C002,experienced_adult,home_school,14898,14369,0,19242.0,0.0,7.627853904068616e-10,1.4661406772546257e-15
C002,experienced_adult,home_store,3000,2679,39,2679.0,39.0,2313.3440986484,0.012066843822399
C002,experienced_adult,home_transit,2000,1754,32,1754.0,32.0,2203.2504980208705,0.0144249168619714
C003,child,home_greenspace,2000,1835,40,1835.0,40.0,12208.399939168085,0.0729254266299909
C003,child,home_healthcare,2841,2679,0,2829.0,0.0,1.3207923643676622e-10,1.3468443195341506e-15
C003,child,home_office,17555,15109,109,17229.0,112.0,33211.21300547282,0.0233179311274152
C003,child,home_school,14898,14369,55,19242.0,77.0,24144.896524682328,0.0405652412524333
C003,child,home_store,3000,2679,82,2679.0,82.0,24575.702740683053,0.100733934913908
C003,child,home_transit,2000,1754,40,1754.0,40.0,11693.654960291333,0.0624412320597662
C003,low_confidence_adult,home_greenspace,2000,1835,39,1835.0,39.0,11246.576200454623,0.065315666381967
C003,low_confidence_adult,home_healthcare,2841,2679,0,2829.0,0.0,1.0536282957218646e-10,1.056263836377345e-15
C003,low_confidence_adult,home_office,17555,15109,105,17229.0,108.0,31482.61853812814,0.0216374793046822
C003,low_confidence_adult,home_school,14898,14369,61,19242.0,83.0,22572.75993268865,0.0373537640591807
C003,low_confidence_adult,home_store,3000,2679,82,2679.0,82.0,22773.399769025094,0.0907809684885623
C003,low_confidence_adult,home_transit,2000,1754,37,1754.0,37.0,10958.486310605353,0.0571145617668518
C003,typical_adult,home_greenspace,2000,1835,40,1835.0,40.0,7671.0172156377,0.0508311835157315
C003,typical_adult,home_healthcare,2841,2679,0,2829.0,0.0,1.1656453580144444e-10,1.2819811145073832e-15
C003,typical_adult,home_office,17555,15109,110,17229.0,113.0,21452.892074257616,0.0165191198800841
C003,typical_adult,home_school,14898,14369,61,19242.0,83.0,14685.486763006717,0.0263637198105106
C003,typical_adult,home_store,3000,2679,83,2679.0,83.0,15374.32566525335,0.0701579110979509
C003,typical_adult,home_transit,2000,1754,40,1754.0,40.0,7884.706810528505,0.0461551388283257
C003,experienced_adult,home_greenspace,2000,1835,38,1835.0,38.0,3073.2358841773444,0.0231669738412524
C003,experienced_adult,home_healthcare,2841,2679,3,2829.0,3.0,238.47852467892503,0.0028437931057801
C003,experienced_adult,home_office,17555,15109,101,17229.0,104.0,8902.898858200571,0.0076554515281854
C003,experienced_adult,home_school,14898,14369,51,19242.0,72.0,6385.323847757466,0.0122731546099064
C003,experienced_adult,home_store,3000,2679,76,2679.0,76.0,6403.968995649234,0.0334043231005428
C003,experienced_adult,home_transit,2000,1754,42,1754.0,42.0,3388.677441641432,0.0221860339582923
C004,child,home_greenspace,2000,1835,22,1835.0,22.0,3735.800061870145,0.0223153578416264
C004,child,home_healthcare,2841,2679,0,2829.0,0.0,1.3207923643676622e-10,1.3468443195341506e-15
C004,child,home_office,17555,15109,338,17229.0,355.0,65563.1334866987,0.0460325442159683
C004,child,home_school,14898,14369,6,19242.0,13.0,1704.832125941181,0.0028642461322212
C004,child,home_store,3000,2679,30,2679.0,30.0,6101.33766352382,0.0250089186694037
C004,child,home_transit,2000,1754,19,1754.0,19.0,4208.340191235368,0.0224714982064788
C004,low_confidence_adult,home_greenspace,2000,1835,19,1835.0,19.0,3481.668985208191,0.0202201564135676
C004,low_confidence_adult,home_healthcare,2841,2679,0,2829.0,0.0,1.0536282957218646e-10,1.056263836377345e-15
C004,low_confidence_adult,home_office,17555,15109,316,17229.0,334.0,62497.49320161673,0.0429534860356918
C004,low_confidence_adult,home_school,14898,14369,6,19242.0,13.0,2097.4275205668,0.0034708565974259
C004,low_confidence_adult,home_store,3000,2679,31,2679.0,31.0,5945.77137810044,0.0237014626533576
C004,low_confidence_adult,home_transit,2000,1754,22,1754.0,22.0,4070.1756306881857,0.021213358384716
C004,typical_adult,home_greenspace,2000,1835,27,1835.0,27.0,2995.633606421924,0.0198502489713506
C004,typical_adult,home_healthcare,2841,2679,0,2829.0,0.0,1.1656453580144444e-10,1.2819811145073832e-15
C004,typical_adult,home_office,17555,15109,395,17229.0,413.0,51402.13219905231,0.0395805833986819
C004,typical_adult,home_school,14898,14369,6,19242.0,13.0,1714.502028995839,0.0030779130332172
C004,typical_adult,home_store,3000,2679,33,2679.0,33.0,4197.481873361819,0.0191544375030465
C004,typical_adult,home_transit,2000,1754,27,1754.0,27.0,3328.071428116326,0.0194817134595518
C004,experienced_adult,home_greenspace,2000,1835,25,1835.0,25.0,1300.006971084505,0.0097998424551854
C004,experienced_adult,home_healthcare,2841,2679,0,2829.0,0.0,9.716316640151489e-11,1.1586449686419873e-15
C004,experienced_adult,home_office,17555,15109,413,17229.0,432.0,23696.590601071774,0.0203762958132072
C004,experienced_adult,home_school,14898,14369,6,19242.0,13.0,767.8375085769842,0.0014758512931744
C004,experienced_adult,home_store,3000,2679,41,2679.0,41.0,2317.0150290480224,0.0120859920951705
C004,experienced_adult,home_transit,2000,1754,29,1754.0,29.0,1628.8642941662372,0.0106643488989962
C005,child,home_greenspace,2000,1835,29,1835.0,29.0,3455.0664620090583,0.0206384290351281
C005,child,home_healthcare,2841,2679,0,2829.0,0.0,1.3207923643676622e-10,1.3468443195341506e-15
C005,child,home_office,17555,15109,347,17229.0,361.0,48475.49675966129,0.0340351403191071
C005,child,home_school,14898,14369,12,19242.0,13.0,1859.62170287094,0.0031243042577592
C005,child,home_store,3000,2679,82,2679.0,82.0,11340.48241673764,0.0464837742266822
C005,child,home_transit,2000,1754,48,1754.0,48.0,6618.949356334102,0.0353435563264132
C005,low_confidence_adult,home_greenspace,2000,1835,29,1835.0,29.0,3707.400647750723,0.0215311166293423
C005,low_confidence_adult,home_healthcare,2841,2679,0,2829.0,0.0,1.0536282957218646e-10,1.056263836377345e-15
C005,low_confidence_adult,home_office,17555,15109,365,17229.0,381.0,49255.62073294882,0.0338525676623029
C005,low_confidence_adult,home_school,14898,14369,12,19242.0,13.0,1735.6469226797449,0.0028721762794249
C005,low_confidence_adult,home_store,3000,2679,85,2679.0,85.0,10940.75485383152,0.0436128260031542
C005,low_confidence_adult,home_transit,2000,1754,50,1754.0,50.0,6477.5901412401145,0.03376056799598
C005,typical_adult,home_greenspace,2000,1835,18,1835.0,18.0,1544.9164916153086,0.0102372255848534
C005,typical_adult,home_healthcare,2841,2679,0,2829.0,0.0,1.1656453580144444e-10,1.2819811145073832e-15
C005,typical_adult,home_office,17555,15109,280,17229.0,294.0,24086.264479729674,0.018546864871497
C005,typical_adult,home_school,14898,14369,12,19242.0,13.0,1115.773021722846,0.0020030611032197
C005,typical_adult,home_store,3000,2679,70,2679.0,70.0,5947.268930501047,0.0271392693238375
C005,typical_adult,home_transit,2000,1754,37,1754.0,37.0,3143.759724043005,0.0184027979724432
C005,experienced_adult,home_greenspace,2000,1835,12,1835.0,12.0,457.75303455278697,0.003450679666939
C005,experienced_adult,home_healthcare,2841,2679,0,2829.0,0.0,9.716316640151489e-11,1.1586449686419873e-15
C005,experienced_adult,home_office,17555,15109,177,17229.0,187.0,6928.459638975297,0.0059576647759295
C005,experienced_adult,home_school,14898,14369,12,19242.0,13.0,495.8991207661175,0.0009531617698946
C005,experienced_adult,home_store,3000,2679,52,2679.0,52.0,1960.7178588743247,0.010227478132911
C005,experienced_adult,home_transit,2000,1754,25,1754.0,25.0,916.410165323927,0.0059998354513649
C006,child,home_greenspace,2000,1835,20,1835.0,20.0,2542.414897818353,0.0151868133430827
C006,child,home_healthcare,2841,2679,0,2829.0,0.0,1.3207923643676622e-10,1.3468443195341506e-15
C006,child,home_office,17555,15109,443,17229.0,478.0,65537.23436654035,0.046014360179751
C006,child,home_school,14898,14369,3,19242.0,3.0,487.5451750325798,0.0008191125452303
C006,child,home_store,3000,2679,40,2679.0,40.0,5803.013136789003,0.0237861091417811
C006,child,home_transit,2000,1754,25,1754.0,25.0,3468.079054313502,0.0185186863959434
C006,low_confidence_adult,home_greenspace,2000,1835,19,1835.0,19.0,2610.766181448236,0.0151622973845055
C006,low_confidence_adult,home_healthcare,2841,2679,0,2829.0,0.0,1.0536282957218646e-10,1.056263836377345e-15
C006,low_confidence_adult,home_office,17555,15109,464,17229.0,499.0,67054.30984332385,0.0460853102091086
C006,low_confidence_adult,home_school,14898,14369,4,19242.0,4.0,460.6110594830817,0.0007622265460797
C006,low_confidence_adult,home_store,3000,2679,42,2679.0,42.0,5910.966734441525,0.0235627218728285
C006,low_confidence_adult,home_transit,2000,1754,25,1754.0,25.0,3673.1426115666,0.019144061015411
C006,typical_adult,home_greenspace,2000,1835,18,1835.0,18.0,1334.7988711458302,0.0088449034161324
C006,typical_adult,home_healthcare,2841,2679,0,2829.0,0.0,1.1656453580144444e-10,1.2819811145073832e-15
C006,typical_adult,home_office,17555,15109,374,17229.0,398.0,35285.13425874472,0.027170199746844
C006,typical_adult,home_school,14898,14369,3,19242.0,3.0,292.5271050198329,0.0005251513115077
C006,typical_adult,home_store,3000,2679,35,2679.0,35.0,2911.2096552442235,0.0132847705081284
C006,typical_adult,home_transit,2000,1754,22,1754.0,22.0,1766.953425440754,0.0103433117570718
C006,experienced_adult,home_greenspace,2000,1835,12,1835.0,12.0,301.05357591468453,0.0022694321493314
C006,experienced_adult,home_healthcare,2841,2679,0,2829.0,0.0,9.716316640151489e-11,1.1586449686419873e-15
C006,experienced_adult,home_office,17555,15109,248,17229.0,270.0,9955.145020389686,0.008560260132513
C006,experienced_adult,home_school,14898,14369,3,19242.0,3.0,130.01204667588985,0.0002498946001875
C006,experienced_adult,home_store,3000,2679,22,2679.0,22.0,459.3176174926374,0.0023958882547556
C006,experienced_adult,home_transit,2000,1754,10,1754.0,10.0,341.23427131410995,0.0022340973024097
C007,child,home_greenspace,2000,1835,13,1835.0,13.0,1794.6882599507765,0.010720357104689
C007,child,home_healthcare,2841,2679,2,2829.0,2.0,276.1058861463728,0.0028155193380771
C007,child,home_office,17555,15109,336,17229.0,415.0,51969.58083064314,0.0364883723557426
C007,child,home_school,14898,14369,30,19242.0,39.0,5384.064779852539,0.0090456335768587
C007,child,home_store,3000,2679,15,2679.0,15.0,1595.2410022784975,0.0065387714439393
C007,child,home_transit,2000,1754,22,1754.0,22.0,2522.5155419012226,0.013469610558981
C007,low_confidence_adult,home_greenspace,2000,1835,12,1835.0,12.0,1546.1929624191478,0.0089796771831263
C007,low_confidence_adult,home_healthcare,2841,2679,2,2829.0,2.0,257.69882706992934,0.0025834343365307
C007,low_confidence_adult,home_office,17555,15109,315,17229.0,390.0,47511.345455711424,0.032653756319238
C007,low_confidence_adult,home_school,14898,14369,30,19242.0,39.0,5025.12712786257,0.0083156607194381
C007,low_confidence_adult,home_store,3000,2679,11,2679.0,11.0,993.6997681511104,0.0039611576775775
C007,low_confidence_adult,home_transit,2000,1754,20,1754.0,20.0,2287.7294404641407,0.0119234226999747
C007,typical_adult,home_greenspace,2000,1835,18,1835.0,18.0,1449.417818990948,0.0096044137403197
C007,typical_adult,home_healthcare,2841,2679,2,2829.0,2.0,165.66353168785932,0.0018219737034615
C007,typical_adult,home_office,17555,15109,392,17229.0,474.0,36629.48917922168,0.0282053776620579
C007,typical_adult,home_school,14898,14369,31,19242.0,40.0,3313.2706337556774,0.0059480587912663
C007,typical_adult,home_store,3000,2679,35,2679.0,35.0,2513.7987570884607,0.011471258873912
C007,typical_adult,home_transit,2000,1754,38,1754.0,38.0,2885.729746101951,0.0168923537999552
C007,experienced_adult,home_greenspace,2000,1835,41,1835.0,41.0,1459.912425380881,0.0110052577296297
C007,experienced_adult,home_healthcare,2841,2679,2,2829.0,2.0,73.62823630576061,0.0008779971742905
C007,experienced_adult,home_office,17555,15109,452,17229.0,542.0,19143.939355953607,0.0164615483262544
C007,experienced_adult,home_school,14898,14369,31,19242.0,40.0,1472.5647261140318,0.0028303990506353
C007,experienced_adult,home_store,3000,2679,70,2679.0,70.0,2481.608040986669,0.0129445406225955
C007,experienced_adult,home_transit,2000,1754,57,1754.0,57.0,2029.57498698246,0.0132878446997547
C008,child,home_greenspace,2000,1835,39,1835.0,39.0,3762.488980399845,0.0224747809257136
C008,child,home_healthcare,2841,2679,0,2829.0,0.0,1.3207923643676622e-10,1.3468443195341506e-15
C008,child,home_office,17555,15109,403,17229.0,425.0,42729.80612314535,0.0300010323652773
C008,child,home_school,14898,14369,6,19242.0,7.0,727.1342119810452,0.0012216401383934
C008,child,home_store,3000,2679,94,2679.0,94.0,9374.934610060358,0.0384271433780255
C008,child,home_transit,2000,1754,62,1754.0,62.0,6146.375919725633,0.0328201307831803
C008,low_confidence_adult,home_greenspace,2000,1835,42,1835.0,42.0,3907.524484248737,0.0226933567197314
C008,low_confidence_adult,home_healthcare,2841,2679,0,2829.0,0.0,1.0536282957218646e-10,1.056263836377345e-15
C008,low_confidence_adult,home_office,17555,15109,434,17229.0,458.0,42924.79092520538,0.0295014937902037
C008,low_confidence_adult,home_school,14898,14369,6,19242.0,7.0,678.6585978491765,0.0011230550989948
C008,low_confidence_adult,home_store,3000,2679,97,2679.0,97.0,8985.36481662649,0.0358181092217011
C008,low_confidence_adult,home_transit,2000,1754,65,1754.0,65.0,6041.79002188244,0.0314892202815638
C008,typical_adult,home_greenspace,2000,1835,30,1835.0,30.0,1804.8104470983892,0.0119593853681556
C008,typical_adult,home_healthcare,2841,2679,0,2829.0,0.0,1.1656453580144444e-10,1.2819811145073832e-15
C008,typical_adult,home_office,17555,15109,317,17229.0,338.0,20002.853064667837,0.0154025632802886
C008,typical_adult,home_school,14898,14369,6,19242.0,7.0,436.28052718891183,0.000783220724189
C008,typical_adult,home_store,3000,2679,79,2679.0,79.0,4771.053382155813,0.0217718257253626
C008,typical_adult,home_transit,2000,1754,48,1754.0,48.0,2854.016323796883,0.0167067112079876
C008,experienced_adult,home_greenspace,2000,1835,22,1835.0,22.0,609.4077205168818,0.0045938981750667
C008,experienced_adult,home_healthcare,2841,2679,0,2829.0,0.0,9.716316640151489e-11,1.1586449686419873e-15
C008,experienced_adult,home_office,17555,15109,197,17229.0,211.0,5668.846036086967,0.0048745444311136
C008,experienced_adult,home_school,14898,14369,6,19242.0,7.0,193.90245652881416,0.0003726975929426
C008,experienced_adult,home_store,3000,2679,57,2679.0,57.0,1556.0413789698696,0.0081166084683166
C008,experienced_adult,home_transit,2000,1754,33,1754.0,33.0,891.7791656693701,0.0058385736599511
C009,child,home_greenspace,2000,1835,1,1835.0,1.0,60.24550743828263,0.0003598693812758
C009,child,home_healthcare,2841,2679,15,2829.0,16.0,963.9281190093114,0.0098294110910345
C009,child,home_office,17555,15109,584,17229.0,892.0,53738.99263476358,0.0377306944165995
C009,child,home_school,14898,14369,2,19242.0,2.0,120.49101487700108,0.0002024339628972
C009,child,home_store,3000,2679,11,2679.0,11.0,662.7005818191717,0.0027163592423288
C009,child,home_transit,2000,1754,11,1754.0,11.0,662.7005818191037,0.0035386575844784
C009,low_confidence_adult,home_greenspace,2000,1835,1,1835.0,1.0,56.22914027573984,0.0003265566072496
C009,low_confidence_adult,home_healthcare,2841,2679,15,2829.0,16.0,852.0607436368447,0.0085419208420534
C009,low_confidence_adult,home_office,17555,15109,583,17229.0,891.0,50022.79916347576,0.0343798366184547
C009,low_confidence_adult,home_school,14898,14369,2,19242.0,2.0,112.45828055206916,0.0001860977607864
C009,low_confidence_adult,home_store,3000,2679,11,2679.0,11.0,317.9233165278212,0.0012673288517398
C009,low_confidence_adult,home_transit,2000,1754,10,1754.0,10.0,562.2914027556392,0.0029306079456043
C009,typical_adult,home_greenspace,2000,1835,6,1835.0,6.0,133.03449352302516,0.0008815389881287
C009,typical_adult,home_healthcare,2841,2679,21,2829.0,22.0,694.6246259850855,0.0076395075574401
C009,typical_adult,home_office,17555,15109,594,17229.0,903.0,32621.65701982334,0.0251192734822023
C009,typical_adult,home_school,14898,14369,2,19242.0,2.0,72.2946089264855,0.0001297849260502
C009,typical_adult,home_store,3000,2679,11,2679.0,11.0,300.825798457979,0.0013727632732461
C009,typical_adult,home_transit,2000,1754,14,1754.0,14.0,506.0622624800712,0.00296236430115
C009,experienced_adult,home_greenspace,2000,1835,12,1835.0,12.0,192.78562380198437,0.0014532758538271
C009,experienced_adult,home_healthcare,2841,2679,21,2829.0,22.0,353.4403103034616,0.0042146818842452
C009,experienced_adult,home_office,17555,15109,608,17229.0,919.0,14742.097493703874,0.0126764792663998
C009,experienced_adult,home_school,14898,14369,2,19242.0,2.0,32.13093730106874,6.175849035373853e-05
C009,experienced_adult,home_store,3000,2679,19,2679.0,19.0,305.2439043531325,0.0015922103952112
C009,experienced_adult,home_transit,2000,1754,14,1754.0,14.0,224.91656110232384,0.0014725528021874
C010,child,home_greenspace,2000,1835,0,1835.0,0.0,2.1032064978498968e-10,1.2563254145581697e-15
C010,child,home_healthcare,2841,2679,0,2829.0,0.0,1.3207923643676622e-10,1.3468443195341506e-15
C010,child,home_office,17555,15109,221,17229.0,269.0,64630.60516687427,0.0453778065786394
C010,child,home_school,14898,14369,0,19242.0,0.0,8.532712314490708e-10,1.4335598134416865e-15
C010,child,home_store,3000,2679,0,2679.0,0.0,3.6811798054259265e-10,1.5088875823367868e-15
C010,child,home_transit,2000,1754,0,1754.0,0.0,2.9467628337442875e-10,1.5734986413720672e-15
C010,low_confidence_adult,home_greenspace,2000,1835,0,1835.0,0.0,2.034994395216927e-10,1.1818442576487298e-15
C010,low_confidence_adult,home_healthcare,2841,2679,0,2829.0,0.0,1.0536282957218646e-10,1.056263836377345e-15
C010,low_confidence_adult,home_office,17555,15109,221,17229.0,269.0,63194.36949649935,0.0434324375050616
C010,low_confidence_adult,home_school,14898,14369,0,19242.0,0.0,9.96928761765048e-10,1.6497336551590768e-15
C010,low_confidence_adult,home_store,3000,2679,0,2679.0,0.0,2.8114754968555644e-10,1.120730637827538e-15
C010,low_confidence_adult,home_transit,2000,1754,0,1754.0,0.0,2.7944224711973215e-10,1.4564257353629137e-15
C010,typical_adult,home_greenspace,2000,1835,0,1835.0,0.0,1.7109869077103212e-10,1.1337673616680481e-15
C010,typical_adult,home_healthcare,2841,2679,0,2829.0,0.0,1.1656453580144444e-10,1.2819811145073832e-15
C010,typical_adult,home_office,17555,15109,221,17229.0,269.0,38778.36310012516,0.0298600499451104
C010,typical_adult,home_school,14898,14369,0,19242.0,0.0,7.966161064132392e-10,1.43010335067155e-15
C010,typical_adult,home_store,3000,2679,0,2679.0,0.0,2.449951352900825e-10,1.1179902972888428e-15
C010,typical_adult,home_transit,2000,1754,0,1754.0,0.0,2.4147084332071245e-10,1.4135110618923974e-15
C010,experienced_adult,home_greenspace,2000,1835,0,1835.0,0.0,1.4858869690215215e-10,1.1201061630059049e-15
C010,experienced_adult,home_healthcare,2841,2679,0,2829.0,0.0,9.716316640151489e-11,1.1586449686419873e-15
C010,experienced_adult,home_office,17555,15109,221,17229.0,269.0,23697.888561188032,0.0203774119070676
C010,experienced_adult,home_school,14898,14369,0,19242.0,0.0,7.627853904068616e-10,1.4661406772546257e-15
C010,experienced_adult,home_store,3000,2679,0,2679.0,0.0,2.2271251509664578e-10,1.161710935495975e-15
C010,experienced_adult,home_transit,2000,1754,0,1754.0,0.0,1.8394530343357476e-10,1.204309592378582e-15
